dbn,n_prgm,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description,url,coor,lat,long,n,prgm_set
02M605,1,Humanities Preparatory Academy,,"351 West 18th Street, Manhattan NY 10011 (40.743407,-74.00254)",www.humanitiesprep.org,261,"College Trips,Internships Available,Online Grading System,Orientation,Summer Internships",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17194,"40.743407,-74.00254",40.743407,-74.00254,0.05,Humanities Preparatory Academy
02M615,3,Chelsea Career and Technical Education High School,,"131 Avenue Of The Americas, Manhattan NY 10013 (40.72463,-74.005058)",www.chelseacte.org,449,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Extended Day Tutoring,Internship Expected,Online Grading System,Orientation,Summer Internships",Not Accessible,https://www.myschools.nyc/en/schools/high-school/19251,"40.72463,-74.005058",40.72463,-74.005058,0.15,"Chelsea Technical Academy/Cisco, Graphic Design, Chelsea Career and Technical Education High School D75 Inclusion Program"
02M630,4,Art and Design High School,,"231-249 East 56th Street, Manhattan NY 10019 (40.759248,-73.967204)",http://www.artanddesignhs.org/,1465,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19677,"40.759248,-73.967204",40.759248,-73.967204,0.2,"Architectural Design, Commercial Art and Design, Film/Video Production, Digital Arts"
02M655,1,Life Sciences Secondary School,,"320 East 96th Street, Manhattan NY 10128 (40.783286,-73.945933)",www.lifesciencesny.org,394,"10th Grade Seats Available,College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16328,"40.783286,-73.945933",40.783286,-73.945933,0.05,Life Sciences
03M291,1,West End Secondary School,Priority to applicants eligible for free or reduced price lunch for 60% of seats,"227-243 West 61st Street, Manhattan NY 10023 (40.772608,-73.988338)",https://www.westendsecondary.com/,534,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15404,"40.772608,-73.988338",40.772608,-73.988338,0.05,West End Secondary School
03M299,1,"Maxine Greene High School for Imaginative Inquiry, The",,"122 Amsterdam Avenue, Manhattan NY 10023 (40.774891,-73.985608)",https://www.mghs.nyc,285,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16912,"40.774891,-73.985608",40.774891,-73.985608,0.05,The Maxine Greene High School for Imaginative Inquiry
03M307,2,"Urban Assembly School for Media Studies, The",,"122 Amsterdam Avenue, Manhattan NY 10023 (40.774891,-73.985608)",UAMHighSchool.org,409,"10th Grade Seats Available,College Trips,Health Center",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17588,"40.774891,-73.985608",40.774891,-73.985608,0.1,"The Urban Assembly School for Media Studies, Urban Assembly For Media ASD Horizon Program"
03M402,1,"Urban Assembly School for Green Careers, The",,"145 West 84th Street, Manhattan NY 10024 (40.786134,-73.974483)",www.uagreencareers.org,305,"10th Grade Seats Available,Career and Technical Education (CTE),LYFE (Living For The Young Family Through Education)",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17851,"40.786134,-73.974483",40.786134,-73.974483,0.05,The Urban Assembly School for Green Careers
03M403,1,"Global Learning Collaborative, The",,"145 West 84th Street, Manhattan NY 10024 (40.786134,-73.974483)",www.theglcnyc.org,419,"College Trips,Community Service Expected,Extended Day Tutoring,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19698,"40.786134,-73.974483",40.786134,-73.974483,0.05,The Global Learning Collaborative
03M415,5,Wadleigh Secondary School for the Performing & Visual Arts,,"215 West 114th Street, Manhattan NY 10026 (40.80261,-73.954152)",wadleigharts.org,313,"10th Grade Seats Available,College Trips,Community School,Community Service Expected,Internship Expected,Internships Available,Online Grading System,Summer Bridge,Summer Internships,Summer Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/19360,"40.80261,-73.954152",40.80261,-73.954152,0.25,"Theater Arts, Dance, Visual Arts, Instrumental Music, Vocal Music"
03M417,1,Frank McCourt High School,Priority to applicants eligible for free or reduced price lunch for 66% of seats,"145 West 84th Street, Manhattan NY 10024 (40.786134,-73.974483)",www.fmhsnyc.org,402,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Program,Extended Day Tutoring,Health Center,Internship Expected,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18753,"40.786134,-73.974483",40.786134,-73.974483,0.05,Frank McCourt High School
03M479,1,Beacon High School,Priority to applicants eligible for free or reduced price lunch for 50% of seats,"522 West 44th Street, New York NY 10036 (40.760858,-73.996262)",beaconschool.org,1469,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17949,"40.760858,-73.996262",40.760858,-73.996262,0.05,The Beacon School
03M485,6,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,,"100 Amsterdam Avenue, Manhattan NY 10023 (40.774202,-73.985976)",laguardiahs.org,2946,"10th Grade Seats Available,Career and Technical Education (CTE)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16916,"40.774202,-73.985976",40.774202,-73.985976,0.3,"Fine Arts, Dance, Instrumental Music, Vocal Music, Drama, Technical Theater"
03M492,1,"High School for Law, Advocacy and Community Justice",,"122 Amsterdam Avenue, Manhattan NY 10023 (40.774891,-73.985608)",www.lacjhs.org,405,"10th Grade Seats Available,College Trips,Health Center,Online Grading System,Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17831,"40.774891,-73.985608",40.774891,-73.985608,0.05,"Law, Advocacy and Community Justice High School"
03M494,2,High School of Arts and Technology,,"122 Amsterdam Avenue, Manhattan NY 10023 (40.774891,-73.985608)",www.hsartstech.org,459,"10th Grade Seats Available,College Trips,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15224,"40.774891,-73.985608",40.774891,-73.985608,0.1,"Arts & Technology, Digital Media"
03M541,1,Manhattan / Hunter Science High School,Priority to applicants eligible for free or reduced price lunch for 69% of seats,"122 Amsterdam Avenue, Manhattan NY 10023 (40.774891,-73.985608)",mhshs.org,455,"College Trips,Diversity in Admissions,Early College,Extended Day Tutoring,Online Grading System,Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16191,"40.774891,-73.985608",40.774891,-73.985608,0.05,Manhattan/Hunter Science High School
03M859,1,Special Music School,,"122 Amsterdam Avenue, Manhattan NY 10023 (40.775256,-73.982976)",www.kaufmanmusiccenter.org/sms/,306,"10th Grade Seats Available,College Trips,Community Service Expected,Health Center,Online Grading System",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19026,"40.775256,-73.982976",40.775256,-73.982976,0.05,"Voice, Instrument, and Composition"
03M860,1,Frederick Douglass Academy II Secondary School,,"215 West 114th Street, Manhattan NY 10026 (40.80261,-73.954152)",fda2.net,321,"10th Grade Seats Available,College Trips,Community School,Dress Code,Extended Day Program,Online Grading System,Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16534,"40.80261,-73.954152",40.80261,-73.954152,0.05,The Douglass STEM Institute
04M372,2,Esperanza Preparatory Academy,,"240 East 109th Street, Manhattan NY 10029 (40.792556,-73.942285)",https://epaschool.org/,525,Community School,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15922,"40.792556,-73.942285",40.792556,-73.942285,0.1,"Esperanza Preparatory Academy, Esperanza Preparatory Academy D75 Inclusion Program"
04M435,3,Manhattan Center for Science and Mathematics,,"260 Pleasant Avenue, Manhattan NY 10029 (40.794184,-73.932868)",mcsm.net,1647,"10th Grade Seats Available,Career and Technical Education (CTE)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19499,"40.794184,-73.932868",40.794184,-73.932868,0.15,"Science & Mathematics Research, Bilingual Spanish Science & Mathematics, Manhattan Center for Science and Mathematics D75 Inclusion Program"
04M495,1,Park East High School,Priority to applicants eligible for free or reduced price lunch for 66% of seats,"230 East 105th Street, Manhattan NY 10029 (40.790191,-73.944092)",www.parkeasths.org,380,"10th Grade Seats Available,College Trips,Diversity in Admissions,Online Grading System,Orientation,Uniform",Not Accessible,https://www.myschools.nyc/en/schools/high-school/19722,"40.790191,-73.944092",40.790191,-73.944092,0.05,Park East High School
04M555,1,Central Park East High School,Priority to applicants eligible for free or reduced price lunch for 66% of seats,"1573 Madison Avenue, Manhattan NY 10029 (40.793649,-73.948488)",centralparkeasths.org,512,Diversity in Admissions,Not Accessible,https://www.myschools.nyc/en/schools/high-school/16466,"40.793649,-73.948488",40.793649,-73.948488,0.05,Central Park East
04M610,1,Young Women's Leadership School (TYWLS),,"105 East 106th Street, New York NY 10029 (40.792932,-73.947171)",www.tywls.org,474,10th Grade Seats Available,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14819,"40.792932,-73.947171",40.792932,-73.947171,0.05,Young Women's Leadership School
04M680,1,"Heritage School, The",Priority to District 4 residents eligible for free or reduced price lunch for 43% of seats,"1680 Lexington Avenue, Manhattan NY 10029 (40.791966,-73.946879)",https://www.theheritageschoolnyc.com/,311,"10th Grade Seats Available,College Trips,Community School,Diversity in Admissions,Dress Code,Extended Day Program,Online Grading System,Summer Internships,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/14884,"40.791966,-73.946879",40.791966,-73.946879,0.05,The Heritage School
05M148,1,Eagle Academy for Young Men of Harlem,,"6 Edgecombe Avenue, Manhattan NY 10030 (40.817228,-73.947151)",eagleharlem.org,382,"College Trips,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/19312,"40.817228,-73.947151",40.817228,-73.947151,0.05,Eagle Academy for Young Men of Harlem
05M157,1,"Urban Assembly School for Global Commerce, The",,"2005 Madison Avenue, Manhattan NY 10035 (40.807019,-73.938714)",uaglobalcommerce.org,233,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Internships,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/17617,"40.807019,-73.938714",40.807019,-73.938714,0.05,The Urban Assembly School for Global Commerce
05M304,1,Mott Hall High School,,"6 Edgecombe Avenue, Manhattan NY 10030 (40.817228,-73.947151)",motthallhs.org,239,"College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Health Center,Online Grading System,Orientation,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15976,"40.817228,-73.947151",40.817228,-73.947151,0.05,Mott Hall High School
05M362,1,Columbia Secondary School,,"425 West 123rd Street, Manhattan NY 10027 (40.810793,-73.955722)",www.columbiasecondary.org,698,"Career and Technical Education (CTE),Dress Code,Extended Day Program,Online Grading System,Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15392,"40.810793,-73.955722",40.810793,-73.955722,0.05,Columbia Secondary School
05M369,1,Urban Assembly School for the Performing Arts,,"509 West 129th Street, Manhattan NY 10027 (40.815747,-73.95552)",www.uaperformingarts.org,380,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Extended Day Program,Health Center,Multi-Session School,Online Grading System,Orientation,Summer Bridge,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/17152,"40.815747,-73.95552",40.815747,-73.95552,0.05,Urban Assembly School for the Performing Arts
05M499,2,Frederick Douglass Academy,,"2581 7th Avenue, Manhattan NY 10039 (40.823988,-73.935746)",fda1.org,1072,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18464,"40.823988,-73.935746",40.823988,-73.935746,0.1,"Frederick Douglass Academy for the Humanities (FDAH), Science, Technology, Engineering, and Mathematics (STEM"
05M670,1,Thurgood Marshall Academy for Learning and Social Change,,"200-214 West 135th Street, Manhattan NY 10030 (40.815237,-73.944299)",www.tmanyc.org,541,"10th Grade Seats Available,College Trips,Community Service Expected,Dress Code,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14892,"40.815237,-73.944299",40.815237,-73.944299,0.05,Social Change and Community Service
