dbn,program,program_name,grade9geapplicantsperseat,grade9swdapplicantsperseat,eligibility,prgdesc,admissionspriority1,admissionspriority2,admissionspriority3,admissionspriority4,requirement_1,requirement_2,requirement_3,requirement_4,requirement_5,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description
02M419,program1,Landmark High School,6,8,NA,"We are a small, college-preparatory school that offers a challenging academic curriculum with an emphasis on reading, collaboration, and project-based learning. All students have the opportunity to graduate with 13 college credits through our College Now For All initiative. We are part of the NY Consortium, and students present 6 PBATs (performance-based assessment tasks) before a committee in order to graduate. Our advisory program supports a close-knit, positive learning culture.",Priority to Manhattan students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Landmark High School,NA,"351 West 18th Street, Manhattan NY 10011 (40.743407,-74.00254)",https://www.landmarkhs.org/,335,"10th Grade Seats Available,College Trips,Health Center,Internships Available,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
02M420,program1,Science & Research M70A,10,4,NA,"A 3-year program offered starting in 10th grade in partnership with Syracuse University, focusing on scientific research under the mentorship of professionals at partner facilities, internships, and preparation for Intel Expo. Students can earn up to 12 college credits.",Open to New York City residents,NA,NA,NA,2018-19 ELA/Math State Test Scores - 34%,2018-19 Final Grades - 33%,2019-20 Marking Period Grades - 33%,NA,NA,High School for Health Professions and Human Services,NA,"345 East 15th Street, Manhattan NY 10003 (40.732665,-73.98259)",hphsnyc.org,1822,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
02M420,program2,Medical Assisting and Lab,13,5,NA,Emphasis on the basic sciences. Hands-on laboratory work using state-of-the-art equipment and computer research in laboratory analyses in the diagnosis and treatment of disease and maintenance of health.,Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,High School for Health Professions and Human Services,NA,"345 East 15th Street, Manhattan NY 10003 (40.732665,-73.98259)",hphsnyc.org,1822,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
02M422,program1,Quest to Learn Upper School,4,7,NA,NA,Priority to continuing 8th graders,Then to District 2 students or residents,Then to Manhattan students or residents,Then to New York City residents,NA,NA,NA,NA,NA,Quest to Learn,NA,"351 West 18th Street, Manhattan NY 10011 (40.743407,-74.00254)",q2l.org,581,"College Trips,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation",Partially Accessible
02M425,program1,Leadership and Public Service,1,1,NA,"Students complete a sequence of courses and activities in Law, Leadership, and Public Policy; Syracuse University Summer College and Syracuse University Project Advance.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Leadership and Public Service High School,NA,"90 Trinity Place, Manhattan NY 10006 (40.708971,-74.012465)",leadershipnyc.org,361,10th Grade Seats Available,Fully Accessible
02M425,program2,Business and Entrepreneurship,3,3,NA,"This is a four-year program designed to develop our students' ability to compete in today's business market as professional, global, 21st-century leaders. Our curriculum includes partnerships with Edelman, Zurich, and NASDAQ that focuses on competing in business programs, shadowing professionals, and participating in workshops focused on professional skills development, all supported by courses focused on business, economics, law, and entrepreneurship.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Leadership and Public Service High School,NA,"90 Trinity Place, Manhattan NY 10006 (40.708971,-74.012465)",leadershipnyc.org,361,10th Grade Seats Available,Fully Accessible
02M427,program1,Manhattan Academy for Arts & Language,3,2,Open only to New York City residents who currently identify as English Language Learners (ELL).,"Students have the choice of either a Freestanding ESL Program or a TBE in Spanish. Intensive ESL and ELA is provided for all students. Global History and Native Language Arts are linked for TBE students. Accelerated students have opportunities to take the Geometry CC, Algebra II CC and Pre-Calculus. MAAL students take AP courses and College Now at Hunter and Baruch Colleges. Students have the opportunity to play a string instrument.",NA,NA,NA,NA,NA,NA,NA,NA,NA,Manhattan Academy for Arts & Language,NA,"111 East 33rd Street, Manhattan NY 10016 (40.74651,-73.98107)",maalnyc.org,210,10th Grade Seats Available,Partially Accessible
02M432,program1,Murray Hill Academy - Integrated Studies,3,3,NA,"Multidisciplinary and personal approach to the design of a rigorous yet supportive educational program while maintaining a focus on college and professional goals. In the process of learning critical and analytical thinking skills in all disciplines, students develop their personal voice while working with others. Through the Integrated Studies curriculum, upon graduation students have a rich high school experience and the knowledge to form a map for an individual academic and career path.",Priority to Manhattan students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Murray Hill Academy,NA,"111 East 33rd Street, Manhattan NY 10016 (40.74651,-73.98107)",www.mhacademy.net,263,"10th Grade Seats Available,College Trips,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
02M432,program2,Mathematics & Computer Science,N/A - new program,N/A - new program,NA,"A multi-year Computer Science track offers courses in Computer Science that challenge students to solve real world problems using analytical skills. They cover the basic principles of Computer Science, Web Programming, and Advanced Placement Computer Science classes that go deeper into Software Engineering. Through Computer Science course offerings, students will learn computational thinking, problem solving, and critical thinking. Students' success in the real world will greatly depend on their ability to problem solve and utilize technology in their everyday lives. We offer Algebra I, Geometry, and Algebra II, AP Statistics and AP Calculus. Students who take high-level math receive higher scores on the SAT (includes the ""Passport to Advanced Math,"" that requires the manipulation of complex equations). Students who take high-level math courses are more likely to graduate from college and get higher salaries than their peers who did not take those classes.",Priority to Manhattan students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Murray Hill Academy,NA,"111 East 33rd Street, Manhattan NY 10016 (40.74651,-73.98107)",www.mhacademy.net,263,"10th Grade Seats Available,College Trips,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
02M432,program3,College Humanities Specialization,N/A - new program,N/A - new program,NA,"An accelerated course of study in the Humanities to ensure students are not only college ready, but college capable. Freshman year - students begin in a problem-based English Explorations class, reading culturally relevant texts to develop their critical thinking around national and global issues. Sophomore year - they engage with Advanced Placement (AP) Language and Composition, analyzing informational texts by diverse authors (incl. Sherman Alexie & Michelle Alexander). Junior year - students hone their analytical skills in AP U.S. History, studying the turbulent history of the Americas while taking part in exploratory learning in Washington, DC and around NYC. Senior year - students take AP Literature and Composition, reading a balance of canonical and contemporary college level texts. They will be enrolled in College Now courses to get a jump-start in taking college classes.",Priority to Manhattan students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Murray Hill Academy,NA,"111 East 33rd Street, Manhattan NY 10016 (40.74651,-73.98107)",www.mhacademy.net,263,"10th Grade Seats Available,College Trips,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
02M437,program1,Hudson High School of Learning Technologies,3,5,NA,"Hudson High School of Learning Technologies is the ""School of Awesome""; a place where all individuals grow as learners, leaders, collaborators, and mentors. At HHSLT, we leverage digital resources and create personalized learning opportunities to inquire, reflect and construct, while building responsibility and resiliency.",Priority to Manhattan students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Hudson High School of Learning Technologies,NA,"351 West 18th Street, Manhattan NY 10011 (40.743407,-74.00254)",www.hudsonhs.com,458,10th Grade Seats Available,Partially Accessible
02M437,program2,Hudson High School of Learning Technologies D75 Inclusion Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hudson High School of Learning Technologies,NA,"351 West 18th Street, Manhattan NY 10011 (40.743407,-74.00254)",www.hudsonhs.com,458,10th Grade Seats Available,Partially Accessible
02M438,program1,International High School at Union Square,4,2,"Open only to New York City residents living in the continental United States four years or fewer who currently identify as English Language Learners per New York City Department of Education guidelines scoring at the Entering, Emerging, or Transitioning levels on the NYSESLAT, NYSITELL, or LAB-R.","We are a small school with immigrant students who come from over 45 different countries and speak over 25 different languages. Our school fosters a supportive and collaborative learning environment, and our staff speak different languages including Spanish, Mandarin, Arabic, French, Portuguese, and Haitian Creole. We offer English classes, internships, CUNY College Now Classes, Mentoring, small advisory groups, college exploration, and extensive social work services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,International High School at Union Square,NA,"40 Irving Place, Manhattan NY 10003 (40.735361,-73.987064)",www.ihs-us.org,351,10th Grade Seats Available,Fully Accessible
